year	site	block	clone	leaf	position	metacol	metarow	population	circularity	indent_depth	area
2008	Ekebo	1	1	5	111	7	14	Simlang	0.853036379	0.508345843	452.1703927
2008	Ekebo	2	1	5.5	173	5	22	Simlang	0.873950573	0.59795628	724.9184945
2008	Ekebo	3	1	5	255	10	2	Simlang	0.930186211	0.508345843	887.4366302
2008	Ekebo	4	1	5	494	19	16	Simlang	0.857299106	0.566932771	624.4263806
2008	Ekebo	1	2	5.5	121	1	16	Simlang	0.891726856	0.563357904	610.4467326
2008	Ekebo	2	2	5.5	136	8	17	Simlang	0.859497477	0.612338154	747.2273152
2008	Ekebo	3	2	4.5	299	9	11	Simlang	0.858853616	0.587122341	827.1690943
2008	Ekebo	4	2	5.5	458	15	12	Simlang	0.880086425	0.566787276	599.6247958
2008	Ekebo	1	3	5.5	118	6	15	Simlang	0.727790916	0.747481184	836.2104853
2008	Ekebo	2	3	5.5	137	1	18	Simlang	0.78401331	0.650326261	864.3431088
2008	Ekebo	3	3	5.5	333	13	17	Simlang	0.779927883	0.66751372	640.5458351
2008	Ekebo	1	4	5.5	88	8	11	Simlang	0.91311314	0.475603746	460.8997942
2008	Ekebo	2	4	5.5	134	6	17	Simlang	0.929536011	0.514400934	484.6803227
2008	Ekebo	3	4	6	317	12	14	Simlang	0.932221167	0.492343769	521.066485
2008	Ekebo	4	4	5.5	480	21	14	Simlang	0.886073892	0.590754461	437.8819066
2008	Ekebo	1	5	5.5	93	5	12	Simlang	0.997061082	0.400882007	558.158563
2008	Ekebo	2	5	5.5	168	8	21	Simlang	0.95719329	0.449099258	518.7880167
2008	Ekebo	3	5	6	257	12	2	Simlang	0.99497367	0.336824443	672.6555361
2008	Ekebo	4	5	4.5	492	17	16	Simlang	0.95058699	0.412240585	583.6692147
2008	Ekebo	1	6	4.5	109	5	14	Simlang	0.975650611	0.386474594	483.1834036
2008	Ekebo	2	6	5.5	171	3	22	Simlang	0.931688204	0.428732961	480.6150057
2008	Ekebo	3	6	5.5	283	13	7	Simlang	0.929005476	0.481269601	496.1041784
2008	Ekebo	4	6	5.5	465	14	13	Simlang	0.932959207	0.459465504	751.762192
2008	Ekebo	1	7	5	34	2	5	Simlang	1.053377106	0.462920919	552.0385277
2008	Ekebo	2	7	5.5	189	5	24	Simlang	1.024768497	0.480987538	783.3991818
2008	Ekebo	3	7	6	339	9	19	Simlang	0.99680814	0.427529756	850.2247988
2008	Ekebo	4	7	5.5	382	19	2	Simlang	1.027114645	0.483816839	755.3989174
2008	Ekebo	1	8	5.5	95	7	12	Simlang	1.022359065	0.336824443	324.3429616
2008	Ekebo	2	8	5.5	143	7	18	Simlang	0.992205557	0.39891671	646.8927718
2008	Ekebo	3	8	5.5	367	12	24	Simlang	0.929108432	0.458190669	506.2674708
2008	Ekebo	1	9	5.5	11	3	2	Simlang	0.856441965	0.545671034	513.0650589
2008	Ekebo	2	9	5.5	226	2	29	Simlang	0.760692632	0.577969982	429.5338256
2008	Ekebo	3	9	5	313	13	13	Simlang	0.751781839	0.781393776	695.5914871
2008	Ekebo	4	9	5.5	433	14	9	Simlang	0.821912262	0.589635463	398.284459
2008	Ekebo	1	10	5.5	29	5	4	Simlang	1.026309327	0.51733722	745.3144103
2008	Ekebo	2	10	5.5	232	8	29	Simlang	1.006235359	0.577102599	1072.679573
2008	Ekebo	3	10	6	321	11	15	Simlang	1.014129046	0.400882007	782.2111008
2008	Ekebo	4	10	5.5	405	18	5	Simlang	0.997653147	0.603806866	854.9550629
2008	Ekebo	1	11	4	75	3	10	Ronneby	0.860760913	0.635122261	996.6896597
2008	Ekebo	2	11	5.5	216	8	27	Ronneby	0.907169847	0.604618379	1081.254555
2008	Ekebo	3	11	5	363	13	23	Ronneby	0.816029948	0.508345843	631.2019089
2008	Ekebo	4	11	5.5	416	21	6	Ronneby	0.841675082	0.606278196	863.5741651
2008	Ekebo	1	12	4.5	56	8	7	Ronneby	0.983410805	0.492510235	607.4434403
2008	Ekebo	2	12	5	187	3	24	Ronneby	0.986471175	0.449099258	509.2360976
2008	Ekebo	3	12	5.5	337	12	18	Ronneby	0.964548432	0.416171178	425.5126283
2008	Ekebo	4	12	5.5	396	17	4	Ronneby	0.988010648	0.438314507	531.2833514
2008	Ekebo	2	13	5.5	150	6	19	Ronneby	0.854031261	0.75643326	560.18807
2008	Ekebo	3	13	5.5	349	9	21	Ronneby	0.808293205	0.666428495	480.9364494
2008	Ekebo	4	13	5.5	464	21	12	Ronneby	0.833518167	0.640064921	601.7330881
2008	Ekebo	1	14	5.5	120	8	15	Ronneby	0.778281371	0.700124396	779.157386
2008	Ekebo	2	14	5.5	166	6	21	Ronneby	0.818089342	0.697444732	835.8449219
2008	Ekebo	3	14	5.5	303	13	11	Ronneby	0.791400831	0.663468205	582.1344787
2008	Ekebo	4	14	5	499	16	17	Ronneby	0.774067715	0.640064921	677.7545151
2008	Ekebo	1	15	5.5	127	7	16	Ronneby	0.940344634	0.484425966	606.6524368
2008	Ekebo	2	15	5.5	141	5	18	Ronneby	0.993807431	0.34356181	445.4578926
2008	Ekebo	3	15	5.5	315	10	14	Ronneby	0.936991208	0.396951413	401.6375576
2008	Ekebo	1	16	6	116	4	15	Ronneby	0.80842912199999994	0.604618379	655.2219444
2008	Ekebo	2	16	5.5	148	4	19	Ronneby	0.823644847	0.650446992	853.4171756
2008	Ekebo	3	16	4	279	9	7	Ronneby	0.775014969	0.852491665	660.9827191
2008	Ekebo	4	16	5.5	485	18	15	Ronneby	0.79048619	0.722740542	488.9189671
2008	Ekebo	1	18	4.5	98	2	13	Ronneby	0.751803307	0.73194224	874.6040949
2008	Ekebo	2	18	5.5	146	2	19	Ronneby	0.742518964	0.790903174	684.83573
2008	Ekebo	3	18	5	273	13	5	Ronneby	0.769183443	0.767532978	642.9944794
2008	Ekebo	4	18	5.5	490	15	16	Ronneby	0.804763638	0.643459165	526.2442492
2008	Ekebo	1	19	5	38	6	5	Ronneby	0.737027287	0.673648886	614.9595495
2008	Ekebo	2	19	5.5	169	1	22	Ronneby	0.734783902	0.719962422	604.0840389
2008	Ekebo	3	19	5.5	263	13	3	Ronneby	0.846749275	0.620057929	595.1907641
2008	Ekebo	4	19	5.5	448	21	10	Ronneby	0.745930009	0.725425913	625.5041623
2008	Ekebo	1	20	5.5	107	3	14	Ronneby	0.841841675	0.598786188	663.5826311
2008	Ekebo	2	20	5.5	184	8	23	Ronneby	0.771656609	0.744432581	842.7465065
2008	Ekebo	3	20	5.5	295	10	10	Ronneby	0.79112263	0.65327744	795.5163475
2008	Ekebo	4	20	5.5	446	19	10	Ronneby	0.789869622	0.666489957	865.9219645
2008	Ekebo	1	21	5.5	41	1	6	Vargarda	0.909890692	0.505227039	565.063299
2008	Ekebo	2	21	5.5	217	1	28	Vargarda	0.972306576	0.396951413	440.4282447
2008	Ekebo	3	21	5.5	329	9	17	Vargarda	0.930795053	0.545559616	564.8363976
2008	Ekebo	1	22	5.5	79	7	10	Vargarda	0.912914393	0.562787979	674.0673672
2008	Ekebo	2	22	5.5	198	6	25	Vargarda	0.90626806	0.514400934	445.0954807
2008	Ekebo	3	22	5.5	311	11	13	Vargarda	0.848372583	0.508345843	441.7549877
2008	Ekebo	4	22	5.5	394	15	4	Vargarda	0.823754477	0.564111724	857.7724222
2008	Ekebo	1	23	5.5	43	3	6	Vargarda	0.898627288	0.538094002	348.5993527
2008	Ekebo	2	23	5.5	203	3	26	Vargarda	0.841638919	0.668948573	483.2464318
2008	Ekebo	3	23	5.5	365	10	24	Vargarda	1.040562441	0.355044137	462.9387555
2008	Ekebo	4	23	5.5	437	18	9	Vargarda	0.839099028	0.705953005	473.3226465
2008	Ekebo	1	24	5.5	50	2	7	Vargarda	1.001756506	0.321807286	242.7214817
2008	Ekebo	2	24	5.5	207	7	26	Vargarda	0.994753021	0.396951413	295.3310951
2008	Ekebo	3	24	5.5	275	10	6	Vargarda	1.010262551	0.375997775	351.2150218
2008	Ekebo	4	24	5.5	449	14	11	Vargarda	0.974435211	0.402847304	429.0705685
2008	Ekebo	2	25	5.5	205	5	26	Vargarda	0.853293863	0.628349996	356.2761838
2008	Ekebo	3	25	5.5	253	13	1	Vargarda	0.78503237	0.779295815	649.3162049
2008	Ekebo	4	25	5.5	407	20	5	Vargarda	0.809493625	0.803851816	762.5211006
2008	Ekebo	1	26	6	59	3	8	Vargarda	0.840817829	0.673648886	423.4106388
2008	Ekebo	2	26	5	191	7	24	Vargarda	0.862608706	0.502108234	374.1793354
2008	Ekebo	3	26	5.5	251	11	1	Vargarda	0.894252671	0.665154008	645.2288281
2008	Ekebo	4	26	5.5	462	19	12	Vargarda	0.817886066	0.659334079	552.3631228
2008	Ekebo	1	27	5.5	27	3	4	Vargarda	0.954205732	0.421850467	504.2316609
2008	Ekebo	1	28	5.5	20	4	3	Vargarda	0.932276268	0.538469068	499.5171538
2008	Ekebo	2	28	5.5	233	1	30	Vargarda	0.880550331	0.577351215	588.478264
2008	Ekebo	3	28	5.5	323	13	15	Vargarda	0.805588509	0.618539677	490.1133509
2008	Ekebo	4	28	5.5	419	16	7	Vargarda	0.864923353	0.620057929	559.4569432
2008	Ekebo	1	29	5.5	125	5	16	Vargarda	0.636661542	0.735963641	800.8831961
2008	Ekebo	2	29	5.5	130	2	17	Vargarda	0.656250486	0.765142393	792.1537946
2008	Ekebo	3	29	5.5	293	13	9	Vargarda	0.680939747	0.698289842	644.7939337
2008	Ekebo	4	29	5	474	15	14	Vargarda	0.75758667	0.774657613	547.721098
2008	Ekebo	1	30	4.5	91	3	12	Vargarda	1.022488987	0.396951413	510.2098828
2008	Ekebo	2	30	5.5	178	2	23	Vargarda	0.957335322	0.5216029	584.2742851
2008	Ekebo	3	30	5.5	307	12	12	Vargarda	1.00819149	0.501987442	606.9518206
2008	Ekebo	4	30	5.5	467	16	13	Vargarda	0.967994656	0.569712121	790.3921573
2008	Ekebo	1	31	5.5	128	8	16	Ydre	0.821024114	0.725425913	703.7315752
2008	Ekebo	2	31	5.5	162	2	21	Ydre	0.819316634	0.737096759	737.7384243
2008	Ekebo	3	31	5.5	353	13	21	Ydre	0.857729504	0.689676371	617.2884404
2008	Ekebo	1	32	5.5	4	4	1	Ydre	0.97546002	0.526269726	619.3494616
2008	Ekebo	1	32	5	112	8	14	Ydre	0.94756829	0.640064921	796.4995869
2008	Ekebo	1	32	6	123	3	16	Ydre	0.999693978	0.508345843	634.744092
2008	Ekebo	3	32	5	289	9	9	Ydre	1.009799338	0.520456025	535.4684218
2008	Ekebo	4	32	5.5	434	15	9	Ydre	0.985965011	0.638714204	673.1345503
2008	Ekebo	4	32	5.5	444	17	10	Ydre	0.99836849	0.520192377	623.2509053
2008	Ekebo	4	32	5.5	476	17	14	Ydre	0.981888387	0.540418657	645.8465041
2008	Ekebo	1	33	5.5	6	6	1	Ydre	0.973913812	0.464068787	622.9389159
2008	Ekebo	2	33	3.5	239	7	30	Ydre	0.888411329	0.445225338	550.4376122
2008	Ekebo	3	33	5.5	277	12	6	Ydre	0.959217495	0.472916578	419.1719944
2008	Ekebo	4	33	5.5	426	15	8	Ydre	0.93045652	0.566932771	603.4852712
2008	Ekebo	1	34	5.5	54	6	7	Ydre	1.001187575	0.480332241	771.0456606
2008	Ekebo	2	34	5.5	175	7	22	Ydre	1.003310609	0.564112526	924.0969652
2008	Ekebo	3	34	5	249	9	1	Ydre	1.057091448	0.429936166	956.2823
2008	Ekebo	4	34	5.5	503	20	17	Ydre	0.982725422	0.564153422	1017.495259
2008	Ekebo	1	35	5.5	47	7	6	Ydre	0.825848337	0.577743848	718.5684064
2008	Ekebo	1	35	5.5	57	1	8	Ydre	0.880707913	0.548117015	469.9569422
2008	Ekebo	1	35	5.5	103	7	13	Ydre	0.960726305	0.430698258	573.3609575
2008	Ekebo	2	35	5.5	212	4	27	Ydre	0.977839189	0.456010089	615.2620848
2008	Ekebo	3	35	5	347	12	20	Ydre	0.899077352	0.577969982	688.9041983
2008	Ekebo	4	35	5.5	402	15	5	Ydre	0.927390266	0.520152714	600.0124191
2008	Ekebo	4	35	5	428	17	8	Ydre	0.921762322	0.510795364	598.3705352
2008	Ekebo	4	35	4	451	16	11	Ydre	0.965294877	0.449099258	574.653035
2008	Ekebo	1	36	5.5	84	4	11	Ydre	0.843041513	0.612668482	935.8485676
2008	Ekebo	2	36	5.5	155	3	20	Ydre	0.739951971	0.725425913	1095.47371
2008	Ekebo	3	36	5	297	12	10	Ydre	0.755403047	0.640064921	816.3219463
2008	Ekebo	1	37	5	45	5	6	Ydre	0.931848497	0.482912236	373.4797227
2008	Ekebo	3	37	5	327	12	16	Ydre	0.885037191	0.630061425	677.5276136
2008	Ekebo	4	37	5.5	389	18	3	Ydre	0.841855112	0.727476633	983.9296067
2008	Ekebo	1	38	5.5	25	1	4	Ydre	0.937966728	0.53215368	612.671627
2008	Ekebo	2	38	5.5	242	2	31	Ydre	0.939416836	0.5962747	823.8380556
2008	Ekebo	3	38	5.5	361	11	23	Ydre	0.9477857	0.502108234	637.3849724
2008	Ekebo	4	38	5.5	380	17	2	Ydre	0.883219246	0.591294181	598.0900599
2008	Ekebo	1	39	5.5	22	6	3	Ydre	0.994291109	0.396084477	513.3865026
2008	Ekebo	2	39	5.5	223	7	28	Ydre	1.011924832	0.341189329	493.0851291
2008	Ekebo	3	39	5	265	10	4	Ydre	1.045170691	0.322447826	437.4911319
2008	Ekebo	4	39	5	414	19	6	Ydre	0.977241412	0.375997775	466.9946182
2008	Ekebo	1	40	5.5	2	2	1	Ydre	0.794562206	0.640064921	722.2807656
2008	Ekebo	1	40	5.5	100	4	13	Ydre	0.815140064	0.65808601	550.8630523
2008	Ekebo	1	40	5.5	122	2	16	Ydre	0.729537999	0.7498833	825.3664887
2008	Ekebo	3	40	5	325	10	16	Ydre	0.780936342	0.733837448	698.9887055
2008	Ekebo	4	40	5.5	435	16	9	Ydre	0.7526504	0.652569012	648.7552542
2008	Ekebo	1	41	5.5	40	8	5	Brunsberg	1.022276224	0.456010089	668.9683882
2008	Ekebo	2	41	5	228	4	29	Brunsberg	0.986664112	0.445225337	791.4447277
2008	Ekebo	3	41	5.5	319	9	15	Brunsberg	0.955100441	0.640064921	1293.596459
2008	Ekebo	4	41	5.5	378	15	2	Brunsberg	0.994271519	0.582103511	917.9769299
2008	Ekebo	1	42	4	66	2	9	Brunsberg	0.835271652	0.656856904	927.7935673
2008	Ekebo	3	42	5.5	351	11	21	Brunsberg	0.925958369	0.604618379	630.2375779
2008	Ekebo	4	42	5.5	430	19	8	Brunsberg	0.853305905	0.698438795	770.2735655
2008	Ekebo	1	43	5.5	126	6	16	Brunsberg	0.909036763	0.57249147	856.3290771
2008	Ekebo	2	43	5.5	132	4	17	Brunsberg	0.868700611	0.732838747	1110.455506
2008	Ekebo	3	43	5	359	9	23	Brunsberg	0.926124811	0.605438539	1120.57783
2008	Ekebo	1	44	5	77	5	10	Brunsberg	0.9408973	0.482912236	704.0624731
2008	Ekebo	2	44	5.5	201	1	26	Brunsberg	0.995569665	0.400882007	425.6481388
2008	Ekebo	3	44	4.5	357	12	22	Brunsberg	0.965640183	0.514400934	711.6888817
2008	Ekebo	4	44	5.5	410	15	6	Brunsberg	0.988782835	0.520456025	796.616189
2008	Ekebo	1	45	4.5	73	1	10	Brunsberg	0.920622109	0.571081749	638.2169442
2008	Ekebo	2	45	5.5	210	2	27	Brunsberg	0.904773935	0.620057929	729.3777375
2008	Ekebo	3	45	5.5	331	11	17	Brunsberg	0.940305032	0.537862059	650.3687753
2008	Ekebo	4	45	5.5	385	14	3	Brunsberg	0.925157352	0.561374072	573.379866
2008	Ekebo	1	46	5.5	15	7	2	Brunsberg	0.880602583	0.517073573	1015.919554
2008	Ekebo	3	46	5.5	341	11	19	Brunsberg	0.953254286	0.491688472	554.7235277
2008	Ekebo	4	46	6	497	14	17	Brunsberg	0.890043734	0.462920919	479.6506747
2008	Ekebo	1	47	5	89	1	12	Brunsberg	0.930696705	0.785923701	841.9365945
2008	Ekebo	1	47	5.5	114	2	15	Brunsberg	0.926642484	0.59741656	650.9549373
2008	Ekebo	1	47	6	119	7	15	Brunsberg	0.945076106	0.620057929	766.3153964
2008	Ekebo	3	47	5.5	309	9	13	Brunsberg	0.952055642	0.570964031	593.6182113
2008	Ekebo	4	47	5.5	369	14	1	Brunsberg	0.915007859	0.732029764	917.182775
2008	Ekebo	4	47	6	475	16	14	Brunsberg	0.934240325	0.612338154	572.8630349
2008	Ekebo	4	47	5.5	481	14	15	Brunsberg	0.945331154	0.555731978	625.0724194
2008	Ekebo	1	48	5.5	18	2	3	Brunsberg	0.867705818	0.477632344	1024.147882
2008	Ekebo	2	48	5.5	214	6	27	Brunsberg	0.885681608	0.508345843	917.0882327
2008	Ekebo	3	48	5	261	11	3	Brunsberg	0.923063102	0.426955929	698.3899378
2008	Ekebo	4	48	5.5	432	21	8	Brunsberg	0.844176825	0.498785404	971.9920714
2008	Ekebo	2	49	5.5	182	6	23	Brunsberg	0.99176145	0.406561296	337.1597399
2008	Ekebo	3	49	5	271	11	5	Brunsberg	1.004463169	0.427529756	416.067857
2008	Ekebo	4	49	5.5	455	20	11	Brunsberg	0.954241597	0.467918749	573.1182991
2008	Ekebo	1	50	5.5	86	6	11	Brunsberg	0.833383735	0.898308582	1027.869695
2008	Ekebo	2	50	5.5	152	8	19	Brunsberg	0.983262316	0.438314507	827.5125978
2008	Ekebo	3	50	5.5	305	10	12	Brunsberg	0.95996363	0.447899072	831.4959782
2008	Ekebo	4	50	5.5	496	21	16	Brunsberg	0.802744961	0.980290932	983.7342194
2008	Ekebo	1	51	5	8	8	1	Uppsala	0.97393173	0.561374072	707.3273323
2008	Ekebo	2	51	5.5	230	6	29	Uppsala	0.962134249	0.612338154	770.1632662
2008	Ekebo	3	51	5.5	259	9	3	Uppsala	0.986833711	0.484272809	476.7324705
2008	Ekebo	4	51	5.5	439	20	9	Uppsala	0.946593008	0.654186149	748.1160124
2008	Ekebo	1	52	5	105	1	14	Uppsala	0.811644242	0.710088275	774.0300444
2008	Ekebo	3	52	5.5	285	10	8	Uppsala	0.83000633	0.643250308	636.7799019
2008	Ekebo	4	52	5	423	20	7	Uppsala	0.778633974	0.575230726	830.1818408
2008	Ekebo	2	53	5.5	185	1	24	Uppsala	0.966608629	0.646853408	712.0449908
2008	Ekebo	3	53	5.5	287	12	8	Uppsala	0.957997435	0.559194319	674.0453073
2008	Ekebo	4	53	5.5	442	15	10	Uppsala	0.985518041	0.562510154	717.2952374
2008	Ekebo	1	54	4.5	82	2	11	Uppsala	0.930488703	0.565522248	707.3241809
2008	Ekebo	2	54	5.5	180	4	23	Uppsala	0.927931731	0.539768173	616.3115038
2008	Ekebo	3	54	5.5	267	12	4	Uppsala	0.939863931	0.554172106	652.032719
2008	Ekebo	4	54	5.5	460	17	12	Uppsala	0.93089443	0.598456203	794.7253439
2008	Ekebo	1	55	5	9	1	2	Uppsala	1.055297279	0.317561131	704.2326492
2008	Ekebo	1	55	4.5	68	4	9	Uppsala	1.017456958	0.336634406	661.7516628
2008	Ekebo	1	55	5.5	124	4	16	Uppsala	1.007198864	0.400882007	672.8225608
2008	Ekebo	2	55	5.5	219	3	28	Uppsala	1.046622908	0.341189329	593.3377359
2008	Ekebo	3	55	5.5	281	11	7	Uppsala	1.005227037	0.34356181	641.7528245
2008	Ekebo	4	55	5.5	398	19	4	Uppsala	1.047558286	0.339006886	579.6826829
2008	Ekebo	4	55	5.5	403	16	5	Uppsala	1.050677032	0.34593429	500.7399003
2008	Ekebo	4	55	5.5	429	18	8	Uppsala	1.029777178	0.334451963	636.0393209
2008	Ekebo	1	56	5.5	24	8	3	Uppsala	0.797650077	0.787918483	964.4633565
2008	Ekebo	1	56	5.5	36	4	5	Uppsala	0.809904041	0.83879603	975.2852932
2008	Ekebo	1	56	4.5	113	1	15	Uppsala	0.842963589	0.60689309	870.277211
2008	Ekebo	3	56	5.5	301	11	11	Uppsala	0.796283247	0.80411181	854.091577
2008	Ekebo	4	56	5.5	424	21	7	Uppsala	0.843128147	0.737916254	1308.092938
2008	Ekebo	4	56	5.5	453	18	11	Uppsala	0.823873078	0.696514655	1085.282055
2008	Ekebo	1	57	5.5	31	7	4	Uppsala	0.966916643	0.396951413	315.4843524
2008	Ekebo	2	57	5.5	200	8	25	Uppsala	0.854910256	0.801764014	1085.118182
2008	Ekebo	3	57	5.5	291	11	9	Uppsala	0.873608332	0.688123338	808.998073
2008	Ekebo	4	57	5.5	391	20	3	Uppsala	0.863780528	0.668749385	760.302509
2008	Ekebo	4	57	5.5	401	14	5	Uppsala	0.917238821	0.573861098	569.1412215
2008	Ekebo	4	57	5.5	422	19	7	Uppsala	0.904598421	0.497309235	344.0172048
2008	Ekebo	1	58	5	70	6	9	Uppsala	0.8492623	0.540418656	1059.327055
2008	Ekebo	2	58	5	248	8	31	Uppsala	0.924111774	0.561083082	739.2132834
2008	Ekebo	3	58	5	343	13	19	Uppsala	0.921379347	0.508345843	487.0123649
2008	Ekebo	4	58	5.5	471	20	13	Uppsala	0.873587446	0.620057929	785.7343755
2008	Ekebo	1	59	5.5	72	8	9	Uppsala	0.841276104	0.65808601	855.248144
2008	Ekebo	2	59	5.5	196	4	25	Uppsala	0.851111262	0.661502978	900.7450283
2008	Ekebo	3	59	5.5	335	10	18	Uppsala	0.867618394	0.610388713	785.0473685
2008	Ekebo	4	59	5.5	412	17	6	Uppsala	0.850463396	0.648359532	754.4661005
2008	Ekebo	2	60	5.5	159	7	20	Uppsala	0.893115746	0.724508412	714.9253782
2008	Ekebo	3	60	5.5	269	9	5	Uppsala	0.939367302	0.539768173	365.2955149
2008	Ekebo	4	60	5.5	501	18	17	Uppsala	0.919297431	0.575230726	574.8169082
2008	Ekebo	1	61	5.5	32	8	4	Alvdalen	0.896440489	0.579403517	734.9840932
2008	Ekebo	2	61	5.5	192	8	24	Alvdalen	0.833875931	0.582142773	655.1557648
2008	Ekebo	3	61	5.5	336	11	18	Alvdalen	0.889071985	0.635951808	568.8292321
2008	Ekebo	4	61	5.5	500	17	17	Alvdalen	0.906047318	0.505227039	405.29004
2008	Ekebo	1	62	5.5	99	3	13	Alvdalen	0.915118761	0.601527078	787.9435129
2008	Ekebo	2	62	4.5	236	4	30	Alvdalen	0.93757403	0.562742898	813.9836012
2008	Ekebo	3	62	5.5	270	10	5	Alvdalen	0.930275918	0.511466617	918.4811553
2008	Ekebo	4	62	5.5	441	14	10	Alvdalen	0.928586144	0.471173722	569.1002532
2008	Ekebo	4	63	5.5	374	19	1	Alvdalen	0.819367604	0.556951455	583.1649893
2008	Ekebo	1	64	5.5	1	1	1	Alvdalen	0.786866506	0.592414812	729.9512939
2008	Ekebo	2	64	5.5	197	5	25	Alvdalen	0.797826054	0.558321083	467.9305866
2008	Ekebo	3	64	5.5	292	12	9	Alvdalen	0.766013754	0.66173704	722.6305719
2008	Ekebo	4	64	5.5	443	16	10	Alvdalen	0.831394053	0.59994791	477.6495303
2008	Ekebo	1	65	5	92	4	12	Alvdalen	0.759073031	0.73194224	1121.182901
2008	Ekebo	2	65	5.5	231	7	29	Alvdalen	0.805765165	0.640064921	943.5033386
2008	Ekebo	3	65	6	282	12	7	Alvdalen	0.801281992	0.715953731	768.1684246
2008	Ekebo	3	65	5.5	294	9	10	Alvdalen	0.849083339	0.616198042	884.8398696
2008	Ekebo	4	65	5.5	454	19	11	Alvdalen	0.86043717	0.604618379	624.275113
2008	Ekebo	1	66	5.5	19	3	3	Alvdalen	1.055273553	0.336824443	554.0333693
2008	Ekebo	2	66	5.5	193	1	25	Alvdalen	1.037494136	0.365520956	503.6328933
2008	Ekebo	3	66	5.5	290	10	9	Alvdalen	0.991637257	0.406561296	914.5418946
2008	Ekebo	4	66	5.5	468	17	13	Alvdalen	0.984813805	0.445225338	913.7697996
2008	Ekebo	1	67	5.5	10	2	2	Alvdalen	0.867483366	0.690833912	751.1791815
2008	Ekebo	2	67	5.5	142	6	18	Alvdalen	0.845554456	0.604015704	788.2870164
2008	Ekebo	3	67	5.5	262	12	3	Alvdalen	0.962576662	0.477715577	440.5196355
2008	Ekebo	4	67	5.5	436	17	9	Alvdalen	0.901882877	0.584383085	766.520238
2008	Ekebo	1	68	5	101	5	13	Alvdalen	0.930221287	0.577969982	867.6962074
2008	Ekebo	2	68	5.5	186	2	24	Alvdalen	0.950958452	0.49234377	706.8735295
2008	Ekebo	2	68	5.5	229	5	29	Alvdalen	0.903234283	0.569672027	776.7276501
2008	Ekebo	3	68	5	264	9	4	Alvdalen	0.964599534	0.502108234	902.0087431
2008	Ekebo	4	68	6	482	15	15	Alvdalen	0.922730507	0.546970139	598.792824
2008	Ekebo	4	68	6	498	15	17	Alvdalen	0.962556355	0.508345843	1079.029661
2008	Ekebo	1	69	5.5	16	8	2	Alvdalen	0.953329324	0.447162298	717.5441987
2008	Ekebo	2	69	5.5	167	7	21	Alvdalen	0.844683506	0.544844618	1023.413603
2008	Ekebo	3	69	4.5	268	13	4	Alvdalen	0.920699578	0.467918749	764.985502
2008	Ekebo	4	69	6	450	15	11	Alvdalen	0.885040216	0.423025335	796.6193404
2008	Ekebo	1	70	5.5	3	3	1	Alvdalen	0.937857484	0.492510235	714.6575085
2008	Ekebo	2	70	5.5	199	7	25	Alvdalen	0.856179796	0.569712121	888.1772112
2008	Ekebo	3	70	5.5	306	11	12	Alvdalen	0.951625814	0.462820698	687.6846033
2008	Ekebo	4	70	5.5	477	18	14	Alvdalen	0.950469443	0.476072942	615.5835284
2008	Ekebo	1	71	5	42	2	6	Delsbo	1.052993908	0.355044137	865.9188131
2008	Ekebo	2	71	5	218	2	28	Delsbo	1.074303262	0.34593429	876.9613484
2008	Ekebo	3	71	5	356	11	22	Delsbo	1.037522486	0.408982528	781.8770515
2008	Ekebo	4	71	5.5	409	14	6	Delsbo	0.872514104	0.4048126	880.1253626
2008	Ekebo	1	72	5	37	5	5	Delsbo	0.885675173	0.78793626	1005.248885
2008	Ekebo	2	72	5.5	163	3	21	Delsbo	0.859421903	0.762922533	964.290029
2008	Ekebo	3	72	5	278	13	6	Delsbo	0.924483114	0.819242043	1328.728361
2008	Ekebo	4	72	6	486	19	15	Delsbo	0.890834045	0.577969982	667.8843037
2008	Ekebo	1	73	5.5	65	1	9	Delsbo	0.821682092	0.586806711	507.8022067
2008	Ekebo	2	73	5.5	238	6	30	Delsbo	0.838313514	0.508042532	450.3425758
2008	Ekebo	3	73	5.5	338	13	18	Delsbo	0.877802697	0.482514577	438.1592306
2008	Ekebo	4	73	5.5	377	14	2	Delsbo	0.898853211	0.49234377	639.3482999
2008	Ekebo	1	74	5.5	46	6	6	Delsbo	0.942428161	0.489224965	815.1716822
2008	Ekebo	2	74	5.5	160	8	20	Delsbo	0.955320565	0.406561296	601.6353945
2008	Ekebo	3	74	5	324	9	16	Delsbo	1.022482005	0.462920919	616.4974369
2008	Ekebo	1	76	5	17	1	3	Delsbo	0.937004429	0.555731978	590.9332112
2008	Ekebo	2	76	5.5	138	2	18	Delsbo	0.874765259	0.671226962	959.9631452
2008	Ekebo	3	76	4.5	266	11	4	Delsbo	0.909603756	0.549336962	722.3280367
2008	Ekebo	1	77	4.5	71	7	9	Delsbo	0.77112622	0.71363865	684.9586349
2008	Ekebo	2	77	5	177	1	23	Delsbo	0.868911262	0.620057929	744.047544
2008	Ekebo	3	77	5	326	11	16	Delsbo	0.797296931	0.714512544	956.0995184
2008	Ekebo	4	77	5.5	395	16	4	Delsbo	0.748937183	0.737955138	1087.850453
2008	Ekebo	2	78	5.5	241	1	31	Delsbo	0.709782568	0.647903383	783.9758896
2008	Ekebo	4	78	5.5	392	21	3	Delsbo	0.683599956	0.884931341	996.8598356
